id,votacao,alpha,dim_lat1,dim_lat2
512,454911-145,0.006245884,1.4823549,-0.03188914
513,454911-32,0.00029313186,1.9307805,1.4430052
514,454911-55,0.0051569073,-0.7637188,0.51504713
515,454911-70,-0.0005349262,1.5792174,-0.023914915
516,454911-86,-0.0021514958,1.8393174,0.7390691
517,458747-7,0.0023978557,-1.7546759,0.59888244
518,458748-9,-0.0023785944,-1.8783737,0.59441584
519,458749-9,0.010792989,-1.926904,0.6088347
520,101666-71,0.0017003148,-1.2093004,-0.78470224
521,153275-100,-1.4175726,-0.15849274,-0.1865246
522,21571-106,-2.5322835,0.08188851,-0.04125269
523,21571-116,0.23910102,-1.4584621,-0.99093145
524,21571-127,-0.6617832,-0.09983177,0.016511712
525,21571-130,3.2587051,0.2427531,0.26620382
526,21571-133,0.8491225,-0.9535356,-0.61735463
527,21571-139,0.452695,-1.1449138,-0.76975864
528,21571-154,-0.0006254143,-0.5239062,-0.36933252
529,284827-198,0.21922803,1.2400657,-0.6533754
530,378478-308,-0.006484784,0.5467961,0.36210713
531,378478-317,-0.012269653,-0.32356486,-0.3399566
532,397936-51,-5.6945526e-05,-2.8531897,-2.0028446
533,438409-126,-0.01666932,3.309476,-1.0960368
534,438409-137,-0.015484615,-1.8043594,0.24212305
535,438409-157,1.4932862e-05,-3.0271668,-1.7614039
536,438409-164,-0.0037528772,2.5167027,-0.85354024
537,438409-203,-1.0300132,0.31741157,0.7343202
538,447936-162,0.0009308262,-0.9655862,0.5422039
539,447937-133,0.001740793,1.3117343,-0.60668826
540,447937-136,-0.002708481,1.8551986,-0.95561236
541,454360-6,-0.49829572,-0.014273817,-0.22826204
542,463287-47,0.009363517,-1.4126672,-0.9456723
543,464520-129,0.011920768,1.7565926,0.18689005
544,464520-147,-0.00011314038,2.2171605,0.2690901
545,464520-164,-0.01332961,-1.0148118,0.42862165
546,465329-108,1.3914082,0.106855966,-0.1896884
547,465329-74,-2.7699037,-0.563281,0.05390762
548,465329-98,0.818466,0.4637931,-0.1323781
549,465331-92,-1.180213,-0.5559811,-0.033810157
550,465333-71,0.0020528976,-1.3942025,-0.97192645
551,465356-63,0.0012969996,-1.3401743,-0.6442846
552,465356-77,0.0053597824,-1.4662472,0.07866508
553,466304-84,-0.012375354,-2.149596,0.66513413
554,466305-106,-0.0010659816,3.156305,1.4549423
555,466305-84,-0.004855451,-1.8907223,0.61166906
556,467514-6,0.012417013,-1.13429,-0.7440085
557,469773-6,-0.112307034,-0.42844674,-0.34509838
558,469774-6,-0.04297039,-0.3517602,-0.32049987
559,469956-4,-2.4175544e-05,-2.6434221,-1.3349544
560,471208-8,1.0313006e-05,-1.9890038,0.080414206
561,471270-100,-0.003585402,1.6378876,-0.10971362
562,471270-135,-0.011036247,-1.0024875,0.3696048
563,471270-95,-0.0025565955,1.4365414,-0.272269
564,474361-64,-1.5589958e-05,2.9117553,0.24831165
565,474361-85,1.0652529e-05,4.8594155,-0.059246495
566,475370-16,-0.0007522629,1.774528,-0.51671404
567,482426-31,0.004252487,1.3443933,-0.25692642
568,482426-43,-0.0039473083,-1.6937954,0.60908824
569,483907-53,0.00014419436,-2.3850415,-1.4756284
570,483907-59,0.0048334943,-2.3447104,-1.4541719
571,483948-50,0.0033857706,-1.7043111,0.4159604
572,485201-93,-1.9515686,-0.6057265,-0.37608492
573,485262-48,0.2590795,0.6119931,0.13264367
574,486701-6,9.245134e-05,-3.4891698,-2.5705845
575,488165-8,0.0027318306,-0.8794427,-0.6409003
576,488578-7,-0.46563154,-0.25550961,-0.07441768
577,489010-5,-0.015976986,-0.14182548,-0.17743038
578,489682-5,-0.11118592,-0.5306564,-0.5341429
579,17338-302,-0.0023339465,-0.50491077,-0.6628012
580,17338-321,-0.025776193,0.13470396,-0.47774333
581,260404-97,0.93072385,0.5427381,-0.059789427
582,357094-119,-1.8423201,0.16801828,0.0043208813
583,357094-124,1.1530871,-0.3243316,-0.14476264
584,357094-132,1.0283273,-0.12913398,-0.012016519
585,357094-141,0.8451546,-0.7027099,-0.46116593
586,394079-276,-2.121597,0.032380354,0.6919539
587,476031-112,0.009460434,-1.2086349,0.47601846
588,476031-81,-0.0072742295,1.0488768,0.077592805
589,476031-93,0.0033361719,1.773537,-0.31598276
590,485274-102,0.005616544,1.7239119,0.33785787
591,485274-115,4.366606e-06,1.2346643,0.1287744
592,485274-124,-0.008904371,1.5068737,-0.1144282
593,485758-129,-0.22273469,-1.3221529,0.5367303
594,485758-146,-0.58373994,-1.4957389,0.63515776
595,485758-63,0.008950957,1.1539795,0.08555187
596,485758-72,0.013578383,1.3406852,-0.20462364
597,485758-83,-0.00016661557,1.6527423,-0.14648756
598,487868-77,2.0041347,0.10093042,-0.05591133
599,487868-96,-0.62205905,0.35745686,-0.6049922
600,487966-81,-0.29014587,-1.889461,0.6435077
601,488582-8,-0.005634221,-1.0678684,-0.7555504
602,488607-71,0.01171816,1.7556075,-0.2860521
603,490375-123,-1.0983425,-1.14125,0.3047303
604,490375-130,0.36158738,1.1803347,-0.4882214
605,490375-134,-1.0577825,-0.8484214,0.29494065
606,490375-87,-0.019389942,1.1859319,-0.15727024
607,490387-69,-0.0047773463,1.2050622,-0.23234715
608,491872-58,0.22629257,1.1763843,-0.3462019
609,491872-61,1.1821176,1.2319963,-0.1535325
610,491872-68,-1.5424052,-1.3731917,0.33734205
611,491963-8,0.007559623,-1.2299777,0.30919772
612,491974-6,0.0025111279,-0.9126128,-0.4618526
613,495378-103,-0.021969344,-1.1408167,0.60613805
614,495378-111,-0.15863357,-1.3214952,0.59365284
615,495378-116,-0.25446746,-1.2517833,0.6156628
616,495378-119,-0.4112856,-1.5230106,0.5852111
617,495378-122,0.00056668045,-1.5547252,-0.7994121
618,495378-50,2.6286445e-05,3.2126753,-0.53187424
619,495378-59,0.018149178,2.1117468,0.16891597
620,495378-76,-0.77921563,-1.3158913,0.2627517
621,496290-59,0.8546023,1.4637897,-0.40864697
622,496290-68,0.940897,1.5492344,-0.46495736
623,499323-47,-0.00010836513,2.5100124,1.261304
624,499323-56,-3.55801e-05,1.7101687,0.90496093
625,499323-62,-0.24224885,1.5196898,0.82812965
626,500056-109,-0.90577203,-0.43831897,0.20797873
627,500056-133,-0.18252438,-0.6155958,0.33933848
628,500056-70,0.005815766,1.4028426,-0.017324938
629,500056-82,2.9110943e-05,1.7314636,0.05994348
630,500056-94,0.00019957352,-1.1091515,-0.03436555
631,500079-157,0.013975532,0.055765294,-0.1503062
632,500380-7,1.5987042,-0.12882145,0.124439985
633,501560-55,-2.6634836e-05,3.6557803,2.6603808
634,501560-65,0.005683486,1.472631,0.5586204
635,507762-6,0.014124445,2.2072227,-0.54741955
636,511029-60,-1.8157082,-0.7335463,-0.13350974
637,513172-64,-0.0024547225,1.1420414,-0.62083954
638,513496-108,-4.1245352e-05,1.9461131,-0.00044834116
639,513496-115,0.011190358,2.1942472,0.265117
640,513496-139,0.0119448695,2.1462915,0.0069269105
641,513496-146,-0.0033814188,-1.3332582,0.039924808
642,513496-149,0.0060559963,1.3812336,0.08234529
643,513496-153,-0.16483018,-1.5363339,0.36149305
644,513496-157,-0.019934472,-1.4461253,0.3417337
645,513496-160,0.34585258,1.3209869,-0.16289209
646,513496-171,-0.00033527426,1.6505637,-0.046851207
647,513496-175,0.012403404,1.5743973,-0.4219016
648,513496-178,-0.12016799,-1.3381084,0.35099807
649,513496-182,-0.015180336,-1.631353,0.5416253
650,513496-193,0.025199056,1.8770944,-0.55926085
651,513496-227,0.013795646,1.8926715,-0.08904933
652,513496-249,0.0028311522,1.6708329,0.15538299
653,513496-251,-0.14509171,-2.0045207,0.513896
654,513496-259,-0.0029527915,-1.9205917,0.5002587
655,513496-260,-0.015589119,-1.6687222,0.46423095
656,513496-261,0.0018309619,-2.2227738,0.50414616
657,513496-262,-0.0015086271,-2.1729376,0.4717862
658,513496-263,-0.006775534,-2.163179,0.46517223
659,513496-95,1.10883975e-05,1.6021323,-0.06957804
660,513512-66,-0.36078706,-0.2979296,-0.013725971
661,513514-58,-0.5179777,-1.0397457,0.32469785
662,514832-10,0.8719042,1.1841483,-0.374234
663,531883-4,-0.0009799247,-0.49715576,-0.28750727
664,131591-278,-0.012197985,-1.8826994,-1.0957723
665,131591-284,0.009460244,-2.729624,-1.4251622
666,17338-382,0.71695954,0.1793614,0.5133332
667,17338-414,1.2444551,0.23444544,0.6403121
668,274311-65,0.00068166514,-1.6613141,-1.0898184
669,290677-69,6.594463e-05,-2.9447918,-1.320211
670,290677-77,6.429029e-05,-2.715681,-1.3242606
671,36162-204,2.3121028,-0.0691946,0.23974867
672,366851-147,-1.4928765,-0.5575862,-0.2495657
673,366851-186,-0.0737059,1.3052739,-0.3001858
674,366851-189,2.122927,1.0141028,0.1670245
675,366851-196,-0.005709924,1.0623087,0.023392992
676,401376-383,-0.0001426948,-1.4809706,-0.96371555
677,435878-82,-0.029741004,1.0859327,0.5258996
678,473496-72,0.0034597095,-1.5179524,-0.88622886
679,473496-83,0.010239626,-1.4826806,-1.0974276
680,479328-65,-0.011337394,-1.0383124,-0.61073506
681,494004-52,-0.009685402,-1.6288955,-0.03568107
682,496725-130,-0.0041592433,-1.810289,0.5192997
683,497188-8,-0.0009255251,-1.05716,0.36863312
684,508967-7,-0.0029034677,-1.1380208,-0.61317813
685,520245-145,0.6208604,0.4796721,-0.28306845
686,520245-150,0.7730526,0.546127,-0.24622405
687,524645-65,-0.06268005,0.15165909,-0.28861424
688,524645-71,0.018119313,-0.06811523,-0.42121986
689,524645-81,0.009167705,-0.3352971,-0.30611467
690,527723-74,-2.4359126,-0.21594995,-0.17093691
691,527728-70,0.81789476,0.3883532,-0.15088083
692,528165-59,-2.2555683,-0.19560847,-0.47899467
693,528165-65,0.006753734,1.9838008,-0.55285966
694,529011-53,-0.03717954,1.2418132,0.6361998
695,533505-79,1.4046222,0.5069488,-0.1006226
696,533535-56,-0.8783753,-0.9501221,-0.22046778
697,535959-48,0.0077771912,2.2578511,0.02403921
698,535959-57,0.0001795108,1.176611,0.19689888
699,535959-74,0.013467429,1.3385407,0.5296569
700,535959-83,-0.7561536,-0.5500404,0.30278203
701,537339-16,-0.008782279,-0.4033363,-0.16576238
702,537997-4,0.017966576,-1.4303173,0.2744767
703,540142-74,1.5943158e-05,1.4321194,0.4605104
704,542431-47,-0.007564188,3.3832164,0.58732367
705,542431-56,-0.007300575,2.455562,0.6012456
706,542431-70,-0.009141577,2.2015672,0.1691831
707,543448-57,-2.5377227e-05,3.6524644,0.397882
708,543448-90,0.28588393,0.55488455,-0.1988576
709,544176-6,-0.012770821,-0.88045615,-0.5397211
710,544463-71,-1.2094886,-0.7840712,0.123692565
711,544573-6,-1.1818644,-0.3978489,-0.64130986
712,545925-30,-0.00066786126,1.032843,0.40252593
713,545925-61,-0.92126745,0.26799363,-0.17456937
714,549909-28,0.9143834,-0.07414206,0.7850914
715,552689-39,0.00064485706,-0.9429866,0.7438739
716,554412-9,-1.1107162,-0.12598571,0.04418554
717,555727-52,1.5512259,0.1224486,-0.021848764
718,555727-77,0.004790989,0.98854643,-0.65457314
719,555727-80,0.059625268,0.7359858,-0.4988458
720,555993-7,0.003725387,-2.6455595,-0.93125296
721,561593-4,-3.5122648e-06,-3.1846209,-1.3548484
722,561594-3,0.0068233623,-2.878266,-0.83978254
723,271219-134,0.4245223,-0.3297782,0.10007688
724,302638-257,-0.018912734,1.5319918,0.99367934
725,332451-149,0.41183457,-0.4667247,-0.7897699
726,332451-164,0.34712186,-0.5400788,-0.94402236
727,343930-201,-2.7207792,-0.5526632,0.04480989
728,377011-249,0.011262505,-0.86559546,-0.032534536
729,377011-285,0.0016555256,-2.9294562,-1.0541723
730,412854-79,-0.006076996,-0.6387332,-0.3873804
731,412854-83,-0.55377144,0.14011428,-0.17838962
732,412854-86,-1.9262329,-0.046643194,-0.1840088
733,412854-89,-2.2288234,-0.06750112,-0.15644076
734,412854-92,-0.35891658,0.1924036,-0.10851197
735,412854-95,-0.023230571,-0.009791279,0.6190933
736,483808-155,0.02251284,0.02409398,0.28789806
737,483808-165,-0.016406383,-0.1244695,-0.64509636
738,507965-120,-0.85482025,0.8751757,0.42614886
739,522343-74,0.01143867,0.8995148,0.034624975
740,522343-79,-0.009066375,-2.708988,-1.296883
741,527704-62,0.0039967275,-1.711178,-0.89126515
742,527704-65,0.45631197,0.27682617,-0.1611467
743,538366-67,0.0009330472,0.9127269,-0.4539714
744,54307-116,-1.2472857,0.048382346,0.094284296
745,54307-120,0.19216023,-0.27623412,-0.32608947
746,54307-159,0.71299165,-0.20388329,-0.22378387
747,553112-63,-0.005470747,-0.37854823,-1.0996647
748,553168-105,0.0011912056,-1.7568707,-0.8181634
749,553474-9,0.015198934,-0.7199565,-0.48598087
750,556261-124,1.453236,0.838274,0.17943132
751,556261-26,0.010286806,0.66308594,0.24524961
752,556261-43,-0.0024193444,0.80144036,0.31097975
753,556261-57,0.002649791,-0.6639045,-0.37478495
754,556332-28,0.0017879535,0.9795299,-0.27830234
755,556590-9,-0.0053448565,-0.5444708,-0.1578763
756,559275-42,0.01802409,0.75925666,-0.5933134
757,559275-63,2.0194783,0.6471872,-0.1665294
758,559465-38,0.9070082,0.3984071,-0.18753627
759,559706-41,0.012233294,0.29442054,0.006635474
760,562466-47,-1.3981616,0.28230083,-0.6897264
761,562615-106,-0.6644772,0.19060388,-0.48202342
762,562615-129,-0.11816816,0.32585153,-0.32618332
763,562615-141,-0.0180924,0.3983438,-0.7420858
764,562615-154,-0.47064602,0.11977525,-0.13537975
765,562615-184,-0.0028866727,1.7125845,0.1095735
766,562615-213,-1.5200987,-0.6197013,-0.10228838
767,562615-220,0.0011696119,2.6771681,0.059260976
768,562615-233,0.0011637205,-0.45288613,-0.120749764
769,562615-244,0.0035277612,-1.275913,-0.45001066
770,562615-256,0.0057870573,1.3112545,0.37515384
771,562615-268,0.009258206,-0.06324836,0.22957292
772,562615-281,0.00018444128,-1.7718284,0.5108362
773,562615-291,0.007078878,-0.74576855,0.04819954
774,562615-327,0.0013958173,1.5004306,0.009722516
775,562615-39,0.015412085,0.41969362,-0.06528121
776,562615-64,-0.0018972685,0.9674161,0.48348486
777,562615-78,-0.0010267427,1.2184751,0.15427737
778,562615-93,-0.70011795,0.10894274,-0.5015323
779,564113-45,1.5749454,0.51333725,-0.09768187
780,564453-52,-1.7889266,-1.0215862,-0.08044879
781,564520-44,-1.2589059,-0.78852016,0.2738672
782,564521-63,0.0028125567,2.046296,-0.9161264
783,564522-34,0.03948155,-1.0278785,-0.27371407
784,564525-125,0.48704106,-1.0041994,-0.32675558
785,564525-133,-0.008246244,1.4696023,-0.5952789
786,564525-136,1.4278761,0.31367463,-0.369844
787,564525-142,0.014732053,0.34993184,-0.14374073
788,564525-145,0.38199025,0.44906566,0.16001996
789,564525-92,-0.0049495436,2.2149346,0.9534217
790,566047-41,-1.5483687,0.005631067,-0.15650314
791,566744-6,0.00019143571,-1.402523,-1.4848245
792,566891-38,-0.0071199685,0.90531355,-0.74926645
793,566891-57,0.012016611,-0.6642064,1.2184255
794,566891-66,0.016320003,0.8571566,-0.5781261
795,568421-21,-0.02076288,0.91622823,0.43608192
796,568421-27,0.005699111,1.0262747,0.5076742
797,568421-44,-0.0018596478,1.1762977,0.41527623
798,568515-5,-0.023067713,-0.9660473,-0.7408903
799,569181-5,0.003692919,-2.146831,-1.5035064
800,569182-6,0.00014870022,-2.9605465,-2.367014
801,571564-6,-1.0161731,-0.5930126,-0.23317847
802,573508-47,0.2649049,0.03274395,-0.056330033
803,573508-49,0.94954634,0.09313619,-0.035546985
804,573508-51,-0.0038776745,-0.13760929,0.034632657
805,576895-6,0.00014542205,-1.4446816,-1.2744777
806,577881-6,-0.0054581934,-1.5040716,-1.0666076
807,580163-34,-0.0077503356,1.3318137,0.76341796
808,580163-51,0.0011378637,-0.88645315,0.5999278
809,580163-59,0.37744325,0.21351342,-0.35002127
810,580951-61,2.5113883,0.09528137,0.18041529
811,581700-32,-2.935296e-06,-1.8952516,-1.0633959
812,581700-34,0.39946494,0.04130982,-0.0148447445
813,581700-35,0.26837772,-0.7588737,-0.42855605
814,58213-100,0.0029365232,-1.2916354,-0.8402829
815,58213-106,0.00798254,-1.2846111,-0.85526437
816,582605-6,-2.0109055,-0.4790479,0.33288655
817,583408-9,-0.0055068,-1.1420661,-0.8506746
818,584020-124,1.6781241,0.7517447,-0.10174256
819,584020-132,-2.4424317,-0.064371414,-0.18406685
820,584020-34,-0.0030588408,1.2883894,-0.14926092
821,584020-44,-0.009873508,1.2261755,0.6277779
822,584020-50,-0.006734603,1.2827407,0.56916916
823,584020-60,-0.007139251,-1.0289913,-0.43803748
824,584020-79,-0.05864032,0.898042,0.3551456
825,584020-99,0.009387864,-1.0374799,0.65312654
826,584279-5,1.0007457,-0.21693805,0.3430698
827,586411-57,0.003275934,1.2115618,1.1671046
828,590058-41,0.009969526,1.2346236,0.08075335
829,592935-115,1.056639,0.30561754,0.5753958
830,592935-148,-0.54538333,0.323113,-0.74380636
831,592935-162,-1.3825991,-0.41291213,0.060584337
832,592935-52,-0.0019016278,-0.32899147,1.0417218
833,592935-88,-1.1276865,0.20945933,-1.0721204
834,593650-5,-0.060480382,0.20608656,-0.9897031
835,599142-30,-0.34800544,0.19561838,0.07751604
836,599142-54,-0.1509902,0.24159533,0.042903766
837,599142-64,0.20031272,-0.20190723,-0.09076959
838,599380-7,0.30033478,-0.1368707,-0.004898324
839,604604-4,-0.006705675,-0.69273275,-0.51958895
840,302638-290,1.127457,0.2692453,-0.0033819037
841,302638-314,-0.00089959125,-0.19190164,-0.8425246
842,304008-173,1.3276616,0.30229178,-0.47706056
843,43617-209,0.2643998,-0.6844248,-0.55823976
844,44196-72,0.015034888,-2.5504897,-1.2910143
845,483906-115,0.0039474578,-1.6158553,-0.8313709
846,490116-261,-0.7704383,-0.37652513,-0.18185347
847,525239-39,0.049356736,-1.3496025,-1.1753811
848,527704-79,-4.4258453e-05,-3.4345098,-1.3338306
849,551712-117,0.01531793,-1.3007687,-0.78206044
850,551712-119,0.0043083765,-2.7623854,-1.4031825
851,552295-75,-0.07029594,-0.31678987,-0.6006774
852,559036-102,1.2771996,0.3090087,-0.08545553
853,559036-105,1.262644,0.31444606,-0.06917122
854,559036-112,-0.015141977,-2.6692588,-1.7050289
855,559036-115,1.6619508,0.7709003,-0.06336148
856,559036-118,0.7450454,-0.70142895,-0.7495645
857,559036-128,0.021961996,-3.3138354,-1.6335196
858,559036-131,0.014788968,-1.4128432,-0.6482915
859,559036-134,-1.605367,-0.21413328,-0.39737532
860,564547-55,0.62874275,-0.8330954,-1.133793
861,567197-98,0.00011309288,-3.3953986,-1.3906516
862,586251-72,0.0011176241,-2.00392,-1.1524582
863,586949-8,-0.002673107,-0.8143141,-0.79609513
864,597748-5,-0.008032338,-2.1564665,-1.3394924
865,600255-111,0.7462534,-0.3530399,-0.0020378032
866,600363-100,0.005274727,-0.25396717,-0.7435003
867,600363-125,-1.9377191,-0.34594887,-0.47076058
868,600363-37,0.0042115673,1.1247742,0.07326766
869,600363-56,-0.013329458,-0.8387437,-0.15369542
870,600363-66,0.0204863,-0.22117756,-0.76565707
871,602633-63,0.18649295,-1.2197163,-1.1785948
872,602633-84,-0.011811962,-0.34515372,-0.25380805
873,602633-89,0.020230694,-0.57178664,-0.37216452
874,602714-46,0.0030765252,0.7066427,0.06646159
875,602714-56,-0.0011484537,1.754362,-0.2754869
876,605324-57,2.3179033,0.9127883,-0.25081512
877,605324-63,-2.165321,-0.77624846,0.09123008
878,605327-66,-0.015928054,-0.975281,0.7443417
879,605330-62,-0.0038486402,1.1135354,-0.49987116
880,605330-66,0.004076852,-0.18392074,0.04167295
881,605332-34,-1.6985751,0.21740843,0.052898303
882,605333-45,1.0884051,0.22502372,-0.43576506
883,605986-4,0.32948714,-0.95897937,-0.6981391
884,606381-11,-1.5788614,-0.17972104,0.61834395
885,606381-24,-1.3883222,-0.10398895,0.27659342
886,606381-31,1.0120512,0.07283508,-0.56208545
887,609196-42,0.0074860873,1.4074115,0.78232014
888,609198-45,-1.3286583,-0.991664,0.34251675
889,611593-55,0.007672138,-1.5525551,-1.1941196
890,615815-56,0.0007553758,-0.62794685,-0.38457072
891,615815-58,0.029776279,-0.03319898,-0.29734424
892,617737-73,-0.012869608,0.6108956,1.4864726
893,617737-91,-0.0037807976,0.79838085,1.1319817
894,617857-8,0.006653725,-0.35855356,-1.0987319
895,619236-45,-0.042585045,0.17030926,-0.27036092
896,620901-33,-0.1012083,0.95962197,0.013958788
897,621806-52,0.2252715,-1.2552927,-0.7635791
898,623330-47,-0.017369637,0.04954771,0.67093605
899,1049075-6,-1.3531389,-0.5621001,-0.08891679
900,1049167-8,0.15334836,-1.1835798,-0.6868793
901,1050558-63,0.8550207,-0.5991367,0.034613796
902,1050643-102,-2.1846163,-1.1425712,0.18268156
903,1050643-110,1.5236176,0.9744037,-0.27017325
904,1050643-113,1.6935811,0.44296524,0.006348934
905,1050643-117,1.1111277,1.08112,-0.5801846
906,1050643-121,-1.1260592,-0.42609534,0.33336198
907,1050643-125,1.1935897,-0.21778283,-0.013343548
908,1050643-91,-2.0905423,-1.1274979,0.23491439
909,1050643-96,1.1743296,1.036743,-0.37886357
910,1050643-99,1.3029002,1.1266148,-0.41909066
911,1050795-6,-0.90466934,0.11959181,-0.3965257
912,1050835-5,0.0106579065,-0.9694292,0.09218795
913,1050836-6,-0.30970156,-0.09044216,-0.6207019
914,1050840-6,0.0006367933,-1.0046755,-1.0455564
915,1050845-6,1.4869807,-0.14309977,-0.5243326
916,1050847-25,-0.6182321,0.56790316,0.30401057
917,1050852-8,-0.019696893,0.2830961,-0.5486497
918,1150196-33,0.0006564405,-1.0310061,-0.63065
919,1150196-36,2.9431548,0.8253744,0.00803104
920,1150196-42,0.5516202,1.3002845,-0.593115
921,1150196-47,2.2748926,1.062912,-0.103183396
922,1150196-50,2.5242195,1.1980807,-0.2212067
923,1150196-53,1.4960651,1.1861924,-0.32444817
924,1150196-59,1.0538554,0.86958605,0.20287386
925,1194736-11,0.009429613,1.5944039,-0.8899133
926,1228455-65,0.012918391,-2.0927994,-1.2198596
927,1228940-8,1.3050827,0.44501284,-0.60574675
928,1280621-30,0.010434991,-1.0560461,0.45610744
929,1301437-10,-0.09198653,0.30394912,-0.44075343
930,1306690-9,-0.205217,0.29634172,-0.45815432
931,14493-442,-0.57660675,0.09487125,-0.7224166
932,14493-473,0.035597406,-0.09314602,0.78278375
933,14493-492,-0.45584342,0.013300355,-0.7985439
934,14493-500,0.13008519,-0.07130326,0.78112525
935,14493-503,-0.04106562,0.15118958,-0.7048863
936,14493-535,-0.16135627,0.6171991,0.5140511
937,14493-536,-0.3441655,0.04184133,-0.7248214
938,148200-119,4.98535e-05,-4.0461965,-1.7837249
939,1504953-45,2.2359571,0.7654112,-0.16582774
940,1504953-55,2.0437531,0.69853896,-0.14478251
941,1514014-82,0.010174494,-0.35093716,-0.08488955
942,1514136-40,-0.001405515,-0.483102,0.29228336
943,1515648-51,1.9859916,-0.20463713,-0.07052978
944,1515648-58,0.035174396,0.71861434,-0.25743657
945,1515648-62,2.536252,0.812868,0.04021727
946,1515648-69,-2.6070843,-0.6455935,-0.22043198
947,1515648-96,-2.119254,-0.6227237,-0.17704126
948,1515649-40,-2.6968107,-0.04038258,-0.17568333
949,1526944-106,-6.918759e-05,-3.6980624,-1.6438332
950,1526944-127,0.0055351597,-1.2248453,-0.8581215
951,1526944-129,-1.0622119,0.65855396,0.47131366
952,1554118-8,0.045721076,-0.54978776,-0.53918296
953,1555340-63,0.38942495,-1.2616822,-1.0767673
954,1555340-67,0.061215803,-0.70911384,-0.9368036
955,1570705-17,0.004383031,-0.023926452,-0.56503654
956,1570898-35,-1.9116815,-0.49521056,-0.10465304
957,1570899-40,-2.6531541,-0.86265296,-0.050569132
958,1579302-7,0.074823365,-0.57072145,-0.6860346
959,1594437-112,-0.0012610081,-1.6447845,-1.2765164
960,1594437-36,-0.7905923,-0.75944996,-0.05153227
961,1594437-46,-1.8613516,-0.5583953,0.29197374
962,1594437-53,2.3923202,0.76517665,-0.07039188
963,1594437-66,0.61426324,0.61718553,-0.4601006
964,1671673-41,-0.23106107,-1.0534422,0.7238936
965,1671673-50,-2.1647577,-0.05435355,-0.09124383
966,1671859-8,-0.65620965,-0.7966561,-0.6350784
967,1672013-8,0.0020139716,-2.0205002,-1.096242
968,1672065-33,0.27882057,0.879776,0.043081187
969,1672065-44,-2.2756958,-0.85449564,0.009359998
970,1672065-49,-2.2510746,-0.822982,0.057935655
971,1672065-56,-2.2332838,-0.9133357,0.14326188
972,1672065-70,-2.8239272,-0.8247469,0.05760431
973,1672065-73,2.2831357,0.77312654,0.04409038
974,1673126-82,-3.100031,-1.088343,-0.12719081
975,1700884-110,0.019443534,-1.2538904,0.020587664
976,1700884-45,0.005698573,1.3154027,0.016956568
977,1700884-49,-0.009282044,1.1123149,-0.11042328
978,1700884-63,-0.001217206,1.4715221,-0.095474504
979,1700884-69,0.029603245,1.2440631,-0.3116873
980,1715687-106,-2.9226146,-0.805706,-0.03409812
981,1715687-142,-1.9182183,-0.6722522,0.016613701
982,1715687-149,3.1676543,0.29072675,0.12980862
983,1715687-69,2.0917578,0.52913606,0.19023354
984,1715687-78,2.4641278,0.9791864,-0.026520962
985,1715687-84,-2.7196288,-0.9734884,-0.031860422
986,1715687-98,1.099159,0.76292855,0.0103839105
987,1734344-6,-0.57659817,-0.30979726,0.116437554
988,1744988-6,-0.0020589337,-1.1850941,-1.0744741
989,1786206-8,0.7414773,-0.9315245,-0.6897957
990,18180-101,-0.02084624,0.5544466,-0.6865054
991,18216-226,0.17193638,0.14256102,-0.36199582
992,19319-71,0.0042734053,-1.380374,0.40605617
993,19319-83,0.016830025,0.36707234,-0.43105486
994,19319-87,-0.09660116,-0.5427568,0.3484307
995,2017337-38,-2.167377,-0.5323166,0.1095152
996,267841-168,-0.34345752,-0.3062232,0.8820919
997,267841-185,-0.01654163,0.046636913,-0.64952564
998,267841-205,-2.2812715,0.066502444,-0.17253599
999,267841-230,-1.3197494,0.063750036,-0.7163895
1000,267841-238,0.0071909763,0.02517781,-0.660449
1001,298878-273,0.017082116,0.046038684,-0.7921894
1002,298878-276,-0.7114373,0.16654979,0.6864378
1003,298878-277,0.050147858,0.09764226,-0.6330597
1004,298878-324,-0.0090188,-0.2269497,-0.74065375
1005,298878-340,0.17040637,0.10086706,-0.5323964
1006,298878-343,0.23368926,0.0564934,-0.62316406
1007,304008-194,-1.4757688,-0.50246185,-0.49166015
1008,339287-77,0.12480193,-2.0410123,-1.1015759
1009,339287-98,0.7687437,-0.92365754,-0.48170215
1010,339407-302,0.41845933,0.03255341,0.24236389
1011,344866-173,0.09112241,-1.5154526,-0.9167766
1012,344866-190,-0.61468095,-0.35412422,0.2122733
1013,344866-192,2.2519066,0.24343622,-0.15828906
1014,344866-198,0.080224216,-1.1395293,-0.17744105
1015,348730-77,0.0016447734,-1.8274361,-1.4787861
1016,351362-117,0.2463824,-0.15590544,-0.7641649
1017,372066-92,-1.8841237,0.09011004,0.052436188
1018,373327-129,-0.41104066,0.71557707,0.7321391
1019,373327-136,0.019008223,0.841582,-0.14882438
1020,373327-143,-1.0872531,0.001331693,-0.3022301
1021,373327-157,-0.78387505,0.12796603,-0.6603514
1022,373327-170,1.1231431,0.19040819,0.8181672
1023,373327-174,-0.013885352,0.24014877,0.9215138
1024,373327-179,-0.8527312,-0.11650979,-0.90971035
1025,373327-190,1.0108337,-0.40694323,-0.27514586
1026,373327-203,-0.9439458,0.33398333,0.82586163
1027,373327-211,0.4714213,0.23606822,-0.010199128
1028,373327-219,0.59919125,-0.35386476,-0.074839294
