id,votacao,alpha,dim_lat1,dim_lat2
1029,373327-233,-2.1262324,-0.11079622,-0.3519194
1030,373327-237,-0.6261823,0.23952031,-0.20414217
1031,373327-245,-0.05285089,-0.25213414,-0.08426912
1032,373327-253,-1.27642,-0.16612133,-0.31368566
1033,373327-262,1.2982453,-0.5822513,-0.3994211
1034,373327-276,0.9238649,-0.17181708,0.09140192
1035,373327-278,1.0836272,-0.18532988,-0.055509955
1036,373327-281,0.56626207,-0.8262653,-0.47427797
1037,373327-299,1.1161923,-0.055018708,0.19879608
1038,373327-312,1.2667167,-0.5736505,-0.40437475
1039,373327-325,-0.20189314,0.027192838,0.25065958
1040,373327-331,0.0018430976,0.49159288,0.29405597
1041,373327-347,1.0679746,-0.1479295,-0.27787277
1042,373327-357,-0.40328228,-0.20516205,-0.29120785
1043,373327-364,0.30597103,0.40131962,-0.021677509
1044,373327-368,-0.8648586,1.1369553,0.6845339
1045,373327-387,-0.001924082,-0.7303705,-0.8312908
1046,373327-396,0.015624094,0.1421474,0.40981972
1047,373327-398,-0.004412421,-1.5156482,-0.97885644
1048,373327-401,0.4038658,-0.085454404,0.09171023
1049,373327-403,-1.6570457,0.00018575996,0.24218555
1050,373327-414,1.5447301,-0.275088,-0.14493378
1051,373327-425,-0.6883535,-0.055849724,-0.696936
1052,388449-106,-8.5086285e-06,-2.3523982,-1.5457152
1053,388449-116,0.12303575,0.045360338,-0.38736433
1054,412728-125,-0.72041595,-0.19716826,-0.8063492
1055,412728-75,0.3610496,-0.049025122,0.28498378
1056,463155-291,-2.8012547,-0.62246263,0.092657626
1057,463155-332,1.7986679,0.42723337,-0.044603534
1058,463155-334,1.8303198,0.45537117,0.0335676
1059,463155-339,1.830886,-0.20423785,-0.17588252
1060,463155-361,1.5325371,0.44892251,-0.15706682
1061,537900-80,-1.2342778,-0.12456843,0.627079
1062,537900-91,0.42405075,-0.12840824,0.3266415
1063,542838-61,-1.0039558,-0.5004748,0.5674453
1064,544681-102,0.24975772,0.66355413,0.55607706
1065,544681-126,-0.029969685,-0.62536645,-0.71121246
1066,544681-132,-0.7313339,-0.49025807,-0.6023762
1067,544681-92,-0.07708316,-0.48246425,-0.42204493
1068,544681-95,-0.7544204,-0.57531726,-0.5718285
1069,544724-78,0.19461332,-1.1585217,-0.304607
1070,551712-136,0.7559621,-0.19962093,-0.07198969
1071,553947-121,-0.5173742,0.2896331,-0.23866008
1072,571550-7,-0.47080535,-1.2673322,0.4134858
1073,580148-122,-0.15384015,-0.061007205,0.024749303
1074,580148-127,-1.521497,-0.05462752,-0.5736869
1075,580148-137,0.69432485,0.0063448665,0.5679244
1076,580148-154,0.012069781,0.25123215,-0.26224095
1077,580148-161,-0.58476657,0.10796799,-0.5381242
1078,580148-196,0.015774675,0.0044755144,0.57023776
1079,580148-271,-0.012128895,0.10766339,0.23700072
1080,580148-280,0.99595976,0.10647121,0.7260757
1081,580148-288,1.2447686,-0.036377817,0.14006789
1082,580148-296,0.02507762,-0.103408836,-0.53818727
1083,585608-77,0.013932997,-0.47889885,0.6573278
1084,585608-78,1.0604857,-0.8020158,-0.47232202
1085,585608-83,-0.32066604,-0.77422893,0.26466012
1086,585608-84,0.28944993,-1.5063663,-0.8204219
1087,585608-87,-2.3975952,-0.7775753,-0.12415425
1088,585608-88,2.347612,0.7107468,0.03963032
1089,585608-93,1.7923532,0.55595046,-0.08745974
1090,590796-11,0.001937923,0.27038634,-0.76738465
1091,591830-63,-0.47045785,-0.24738243,0.376406
1092,600023-80,-0.92778206,0.07245557,0.5652874
1093,602633-96,1.2332004,-0.43066743,-0.58585525
1094,602633-99,-4.146526e-05,-0.5389429,-0.6602824
1095,603566-123,0.024961317,-0.27165517,-0.20061743
1096,603566-135,1.6804576,0.03577543,0.08408925
1097,603566-143,-0.1902267,-0.1808558,-0.4712646
1098,603566-146,-0.5931207,1.1151257,0.69265693
1099,603566-149,0.05419343,-1.0501134,-0.7924065
1100,611193-15,0.0071265986,-0.5485394,-0.59923726
1101,611966-90,-0.16017792,-0.12334003,-0.45938522
1102,613662-53,-1.0044255,-0.8262354,0.31758437
1103,613662-62,1.6829568,-0.23747554,-0.78392327
1104,613662-65,-2.7101135,-0.9031151,0.201235
1105,619150-144,0.07131052,0.09888876,0.7400629
1106,619150-157,0.6391567,0.11818466,0.51464677
1107,619150-93,-0.37030715,-0.38980877,0.64955753
1108,622072-47,-2.590835,-0.98039657,0.02211111
1109,796341-61,0.35728255,0.28443247,-0.16831894
1110,796341-95,1.0843391,0.056315124,-0.40314364
1111,808898-33,-2.023124,-0.69086343,-0.26793045
1112,808898-52,2.6174998,0.50272757,-0.35406244
1113,808898-59,1.8505236,0.63200545,-0.28866756
1114,818166-6,0.80909705,-0.77972096,0.058546744
1115,860923-38,-1.4872162,-1.4380289,0.55554575
1116,860923-54,2.7301998,1.3704197,-0.1432515
1117,860923-62,1.3281373,0.34674528,-0.028814077
1118,865929-105,-3.1318612,-0.9648461,0.0039034085
1119,865929-45,-3.3196805,-1.0439533,-0.23349464
1120,865929-52,-3.2259653,-0.9885872,-0.19206542
1121,865929-59,2.6552386,0.90148526,0.061991353
1122,865929-62,3.1961837,0.7422952,0.28059208
1123,865929-69,-2.8636625,-1.1580751,0.026988477
1124,865929-73,-2.6366878,-0.66846937,0.054688796
1125,865929-80,1.8145106,1.1322023,-0.09234707
1126,865929-88,-2.53284,-0.87157625,-0.1287036
1127,865929-92,-2.6260538,-0.94209665,-0.16046996
1128,865929-98,-2.9771664,-1.0639082,-0.06334292
1129,865930-103,2.6089857,0.8459604,0.11014126
1130,865930-106,2.5086548,0.98035604,0.035725947
1131,865930-109,2.6469083,0.8848048,0.109243825
1132,865930-111,-2.870845,-0.760091,-0.10506214
1133,865930-117,2.7961779,0.8924522,0.1346569
1134,865930-120,-2.8949366,-0.79890084,-0.13421056
1135,865930-42,1.4839069,0.75992644,-0.20752968
1136,865930-56,1.003773,0.8676379,-0.005958685
1137,865930-67,1.7760445,0.9955482,-0.029790225
1138,865930-80,-3.1489751,-0.79711866,-0.15277468
1139,865930-84,-3.2455413,-0.8323063,-0.14591746
1140,865930-86,-3.3724632,-0.8484938,-0.11713709
1141,865930-92,-3.122869,-0.8796269,-0.17610233
1142,865930-95,2.680864,0.873125,0.13998352
1143,865930-98,-3.159139,-0.89173466,-0.17102736
1144,944251-83,-0.4343652,-0.24208736,0.41029155
1145,944494-100,0.014339585,1.829612,-0.948535
1146,944494-110,-2.744586,-0.6445028,-0.57242477
1147,944494-33,0.42293847,0.7749355,-0.44826266
1148,944494-54,-2.2776134,-1.5658859,0.3343877
1149,944494-58,-1.5491194,-1.5273021,0.5966182
1150,944494-60,-1.8696111,-1.4367684,0.47865787
1151,944494-63,-2.9936397,-0.7895787,0.038621914
1152,944494-66,-1.7028505,-1.6046988,0.6448364
1153,944494-81,-0.0014233359,2.4958746,1.4100264
1154,944494-87,0.47404307,1.7748811,-1.0125793
1155,944494-91,-0.92027205,-0.7854658,0.35687637
1156,944494-92,0.00040986016,1.5182078,-0.31641898
1157,944494-98,0.14370334,1.6626911,-1.0137715
1158,946620-50,0.96062857,-0.6026318,-0.41447592
1159,949149-47,-0.01753166,-0.04025267,-0.5952571
1160,961716-6,0.5656406,0.12522157,-0.6578802
1161,962435-6,7.5279604e-05,-1.9638913,-1.0224832
1162,996537-6,-2.9134655,-0.7854521,-0.22784954
1163,996553-34,2.0551472,0.9306959,-0.061869174
1164,996553-39,1.8664781,0.60171205,-0.089503795
1165,996553-43,1.3163184,0.5482863,-0.5009858
1166,1063052-105,1.6751637,-0.28349707,0.09513711
1167,1063052-76,0.04384532,-1.6609106,-0.8650595
1168,1594910-125,1.4841827,0.0053612017,0.31236655
1169,1712771-52,-2.7742343,-0.7308099,-0.17330259
1170,1712931-27,0.77733153,-0.8458035,-0.58899206
1171,1738686-32,1.2020217,0.7382323,-0.026526062
1172,1738686-57,-2.463313,-0.83522403,0.1993323
1173,1738686-63,-1.8894049,-0.5428884,0.42079714
1174,1806248-46,-1.3855951,-0.051184718,-0.36372274
1175,1806249-55,1.1152387,0.7874781,-0.41814813
1176,1806249-68,-1.739665,-0.947499,0.3817254
1177,1806553-38,0.029618148,1.1111904,-0.43916923
1178,1806553-52,0.29586607,1.1811495,-0.58483964
1179,1806553-70,-1.8210398,-1.3886961,0.6695755
1180,1806553-78,-1.8411777,-1.273454,0.5365137
1181,1806553-81,-1.9853165,-1.1224325,0.37019673
1182,1806554-39,0.0018775695,1.26168,-0.48038903
1183,1806554-87,-0.0119926175,-0.09573947,0.38788554
1184,2018368-36,-1.0313296,-0.17148462,-0.33107916
1185,2024766-31,0.0076117823,0.92130387,-0.40966263
1186,2024766-53,0.011605678,1.2734572,-0.53450596
1187,2024766-72,1.3639199,0.71050906,-0.31864455
1188,2025146-115,2.1000237,-0.28752106,-0.10524221
1189,2058404-34,0.0015550937,-0.6360293,-0.24791776
1190,2058404-42,0.00019532027,1.3391626,2.439849
1191,2075925-53,0.47168785,-0.6973215,-0.1216912
1192,2076237-48,-0.02183626,-0.01797407,1.0206277
1193,2076245-42,0.00023649416,1.5665067,2.1068816
1194,2076245-54,-0.0048720683,1.3401814,1.4257138
1195,2076245-63,0.004561318,-1.3175303,-1.8850782
1196,2076245-83,-0.1561419,1.1294738,1.5075465
1197,2076264-43,-2.750631,-0.98468065,0.11086159
1198,2076811-15,-1.3767983,-0.6717155,-0.3942651
1199,2077084-30,-2.0455327,0.22695713,0.40165436
1200,2077084-47,-2.467264,-0.14221789,0.19617495
1201,2077084-59,-0.68874955,0.17836604,0.4855742
1202,2078295-167,-0.007394838,0.9579454,1.6011385
1203,2078295-173,0.01249859,0.43709424,1.1618656
1204,2078295-180,-0.0034485725,0.7819976,1.7479453
1205,2078295-211,-0.010445587,0.46907485,1.4684737
1206,2078295-221,-0.0036669334,0.17913005,1.456369
1207,2078295-224,-0.009814355,0.23620142,1.3271285
1208,2078295-253,0.18130909,0.061124194,0.99291235
1209,2078488-8,0.58923376,-0.93262804,-0.39544317
1210,2078502-37,-0.29243505,0.39335266,1.0021051
1211,2078502-43,-0.13188018,0.92651546,1.1488522
1212,2078502-56,0.003147038,-0.5858747,-0.97804743
1213,2078502-67,-0.57502896,0.79005027,0.9049302
1214,2078503-38,0.00074521767,1.0690345,1.9448975
1215,2078503-90,-0.008406302,0.11314297,-1.1775384
1216,2079730-5,0.9923733,-1.2688961,-0.9280265
1217,2079961-38,-0.026779305,1.506087,1.5013065
1218,2080237-101,0.023455521,0.065917306,0.8030853
1219,2080237-111,0.012094217,0.15056092,0.8301696
1220,2080237-117,-0.0031100186,0.256074,1.1028987
1221,2080237-124,-0.013669025,0.4265599,0.8238543
1222,2080237-129,0.0014996848,0.0854345,-0.60092366
1223,2080237-142,-0.004925681,0.31227443,0.84616923
1224,2080237-144,0.009319268,0.016551103,0.78216594
1225,2080237-177,0.002259412,0.26372942,1.0274408
1226,2080237-180,-0.013642225,-0.15534164,-0.8841257
1227,2080237-186,-0.0026956392,0.513111,1.1879553
1228,2080237-189,-0.0040059234,-0.12810917,-1.0950822
1229,2080237-192,-0.0068073054,0.09132819,0.88353294
1230,2080237-226,0.009351546,0.052949738,0.47157493
1231,2080237-233,-0.0017541153,0.7486113,0.72744644
1232,2080237-260,0.009974315,-0.9416584,-0.7654884
1233,2080237-266,-0.2561965,1.6932362,0.7780168
1234,2080604-354,0.8629399,-1.241509,-0.9136402
1235,2080604-358,-0.01247215,-0.5716713,-0.10282732
1236,2080604-364,-1.2470567,-0.53453,-0.108609036
1237,2080604-367,-1.0577779,0.5864285,0.22238252
1238,2080604-371,-0.22560143,0.7366517,0.2823339
1239,2080604-374,0.0010308727,0.4200677,-0.015613263
1240,2080604-377,0.87583524,0.47285512,-0.11155448
1241,2080604-380,-0.41247675,-0.44080538,0.03239387
1242,2080604-384,0.914808,0.51272166,-0.08143603
1243,2080604-387,0.4118232,0.48773938,-0.20924489
1244,2080604-390,0.010580992,0.41501132,0.13546938
1245,2080604-393,1.2966952,0.598652,-0.019873064
1246,2080604-396,-0.5356206,-0.68742305,-0.061348043
1247,2080604-399,-0.03310786,0.72105825,0.28034016
1248,2080604-402,-0.08086268,0.6770229,0.31019074
1249,2080919-76,2.0333512,0.28785202,0.4368749
1250,2080919-87,2.2559595,0.31444314,0.43535823
1251,2080937-6,-0.21720666,-0.38648477,-0.29229084
1252,2080942-8,0.015047922,-0.87160003,-0.659229
1253,2081484-6,0.40958625,-0.651998,-0.3570966
1254,2081629-27,0.1321786,-2.1048794,-0.9272592
1255,2081630-28,0.4009784,-1.2192285,-0.6788063
1256,2081631-28,0.5999742,-0.79611725,-0.47791213
1257,2081729-12,0.5719475,-0.6973629,-0.37606013
1258,2081730-12,0.63956106,-0.59765226,-0.37953854
1259,2081879-12,0.6944725,-0.64505446,-0.33655408
1260,2082670-7,0.7343778,-0.5603942,-0.30352286
1261,2083149-6,0.000739283,-1.2858287,-1.1765928
1262,2083179-12,0.8725292,-0.45979923,-0.25452808
1263,2083180-12,1.0083209,-0.4884187,-0.30458492
1264,2083181-12,0.7930106,-0.6830768,-0.35283437
1265,2083183-7,0.011486981,-0.21952116,-0.56413096
1266,2084297-38,-2.8412764e-05,1.6927159,2.3420854
1267,2084401-46,-0.0010231541,0.9324488,1.6753291
1268,2084401-59,0.00126256,-0.47863483,-1.0905942
1269,2084402-37,-0.002717986,0.97018576,1.5224261
1270,2084402-66,-0.007438748,0.30765167,1.1978332
1271,2086380-8,0.03247234,-0.25037673,-0.5604102
1272,2087004-6,0.014701856,-0.90983564,-1.0300394
1273,2087005-10,-0.02096848,-0.029597895,-1.1555865
1274,2088351-200,-0.00070693396,-0.6052677,-1.0923327
1275,2088351-203,-0.0077313073,0.47982895,1.333403
1276,2088351-215,0.0014236897,0.4269887,1.1743871
1277,2088351-220,2.332644e-05,0.5238203,1.6072011
1278,2088351-224,0.0017767581,-0.52440745,-1.2826945
1279,2088351-226,-0.00069928094,0.64367294,1.4249461
1280,2088351-235,-0.24012738,-0.112975664,-1.3379878
1281,2088351-253,0.0067282417,0.423616,1.1809487
1282,2088351-256,-0.0056447014,0.2404439,1.5353044
1283,2088351-260,-0.0039339336,-0.08540183,-1.6216955
1284,2088351-265,-0.0017337308,0.32624242,1.5573506
1285,2088351-268,-0.011160551,0.14138368,1.5158203
1286,2088351-271,-5.8158766e-06,0.15543745,1.1123071
1287,2088351-274,-0.00949778,-0.20324875,-1.4097939
1288,2088351-278,0.004051498,0.2147672,1.3586643
1289,2088351-298,-0.0022711148,0.59969383,1.2514817
1290,2088351-303,-0.0040009017,-0.2549663,-1.316342
1291,2088351-310,0.0025728347,0.41783008,1.5339869
1292,2088351-313,-0.00398421,0.6121124,1.3767267
1293,2088351-316,-0.0064127105,0.48123696,1.4055269
1294,2088351-320,0.007922208,-0.16985017,-1.3952589
1295,2088351-324,-0.32357344,-0.07756956,-1.410714
1296,2088351-329,0.0020112474,0.3177954,1.4688643
1297,2088351-330,0.00952178,0.66271424,1.7300522
1298,2088351-333,-0.0023491264,-0.18269533,-1.8017052
1299,2088351-336,0.016603716,-0.2709967,-1.4902682
1300,2088351-339,0.009076798,-0.20269363,-1.6339463
1301,2088351-342,-0.00018577804,-0.17259988,-1.842479
1302,2088351-345,-0.0045717913,-0.10802978,-1.7492458
1303,2088351-348,-0.18087292,-0.03436889,-1.1579003
1304,2090241-6,-0.4289299,0.003166182,-0.66042036
1305,2090722-6,-0.014249294,-1.1058216,-1.4516219
1306,2091283-8,-0.012387827,-0.07842493,-0.6547772
1307,2091284-8,-0.0086008385,0.087155566,-1.4001439
1308,2092382-35,0.000647555,0.5936081,1.0192957
1309,2092382-40,0.06329959,-0.1967001,-0.56680006
1310,2092382-69,-0.0007625567,-0.020524496,-0.52987814
1311,2092382-78,-0.085735716,0.5015806,1.187648
1312,2092382-82,0.0057114987,-0.17316885,-0.8246223
1313,2092382-87,-0.010967481,-0.26549345,-0.80325675
1314,2110829-59,0.004015607,0.2748341,1.5741886
1315,2110829-65,0.0006941111,-0.050682012,-1.4786379
1316,2110829-68,-0.005972551,0.2713988,1.6141797
1317,2112064-56,0.0002448454,0.731166,0.9993771
1318,2112064-71,0.033431917,-0.18282874,0.79573673
1319,2112490-105,-0.016674662,0.22820616,-0.8415135
1320,2112490-107,0.23441146,-0.094655834,0.66472435
1321,2112490-110,0.76368535,-0.89509505,-0.48241282
1322,2112490-118,-0.0074872333,0.18287852,-0.90178555
1323,2112490-124,0.023651406,-0.14230327,1.190693
1324,2112490-44,-0.00028435444,-0.05058075,0.97184217
1325,2112490-59,-0.00028824998,0.08638184,1.0561146
1326,2112490-66,0.0034918701,0.20589373,-1.2635921
1327,2112490-92,0.03396444,-0.22167341,0.9317755
1328,2112490-95,8.123601e-05,-0.11341053,0.62754786
1329,2113486-8,-0.014292693,-0.7187131,-1.3112779
1330,2116257-9,-0.0057245996,-0.36138403,-1.2048907
1331,340812-129,0.0051191766,-2.5802007,-1.3200668
1332,340812-150,0.39265236,0.67631817,0.5899265
1333,340812-158,0.997243,0.64832467,0.66714495
1334,340812-159,0.5279146,0.55951697,0.5937404
1335,340812-162,0.01919513,0.5377132,1.1889312
1336,340812-166,-0.0010807866,-0.26813552,-0.89635396
1337,340812-174,-0.046661723,0.40313095,0.96622515
1338,340812-177,0.019823447,0.27735892,0.81485724
1339,340812-180,0.009470212,0.5614368,1.3157967
1340,340812-183,0.015251512,0.6205635,1.4217176
1341,340812-186,0.0155789135,0.42396328,0.9826658
1342,340812-195,-1.4211224,-0.24889146,-0.44558272
1343,340812-203,-0.11815059,0.043899737,-0.65244937
1344,340812-205,0.021883484,0.03512748,-0.7539015
1345,340812-208,-0.0010184457,0.09206408,-0.5704208
1346,344866-251,-1.9025655,0.44972974,0.26076448
1347,533082-25,1.1434478,-0.70326704,-0.24044847
1348,552197-208,0.8951366,-0.474203,-1.1371951
1349,611966-124,-1.748802,0.6307756,0.22368808
1350,819408-7,0.0060407934,-3.071935,-1.1596946
1351,945979-103,0.0076470906,-3.4838037,-1.4640287
1352,946734-145,-0.00024590132,0.25735995,1.4662812
1353,946734-147,0.004249203,-0.3046042,-1.1044322
1354,946734-153,-0.0005700965,-0.21642192,-1.5820845
1355,946734-156,-0.0037914165,-0.27960402,-1.4912562
1356,946734-175,0.0029061588,-0.28411022,-1.2133378
1357,946734-182,-0.020927403,-0.24318917,-1.5226666
1358,117975-129,-0.19675535,-0.7374121,-0.48934886
1359,117975-134,-0.7529538,-0.6118841,-0.57127154
1360,117975-155,-0.40941232,0.13032189,-0.44615427
1361,117975-161,0.010294959,0.027047804,-0.60598123
1362,117975-164,-0.00015874517,2.9674957,1.1818484
1363,117975-180,-0.014335787,1.1205031,0.9223825
1364,117975-214,-1.1522704,0.06853222,-0.49410707
1365,1203158-43,-0.0011309698,0.52137476,1.6555542
1366,1203158-81,-0.0072727627,-0.9579866,-1.0099266
1367,150629-195,0.00560643,1.4848351,1.5137132
1368,150629-204,-0.024254177,1.1422397,0.8922139
1369,1805641-58,0.00089766306,-1.8397872,-1.0522041
1370,18467-129,0.024645988,-0.030444894,0.8334807
1371,2024315-53,-0.0007801304,1.316811,0.9161415
1372,2077499-15,-0.0008057167,-1.2726916,-1.372041
1373,2077691-20,0.010173637,-0.8795429,-0.52796096
1374,2077978-49,-0.00055782555,-2.8098357,-2.117231
1375,20794-110,-0.0022394045,-0.0469604,0.9219346
1376,20794-121,0.018347304,0.03209476,1.1039704
1377,20794-132,0.00517893,0.224155,0.8236221
1378,20794-133,-1.6812013,-0.03565636,-0.7919259
1379,20794-92,0.000589969,0.22393352,0.92707366
1380,2080373-109,0.58191586,-0.827108,-0.27660212
1381,2080373-138,-0.3291174,1.6190904,0.8342129
1382,2080373-140,-1.7729297,0.041709676,-0.07282857
1383,2080373-143,0.005166953,-1.4558476,-1.0249879
1384,2080373-153,0.017336521,-1.0121086,-0.4935552
1385,2080373-156,0.0367759,-0.7387753,-0.521004
1386,2082483-103,-7.282982e-05,-1.9477081,-1.230857
1387,2088280-73,0.026916405,-0.23960575,0.35595053
1388,2088280-79,0.31615847,-0.1430256,0.33743134
1389,2091000-106,0.0023371305,0.73785883,1.0794048
1390,2091285-14,-0.016924331,0.60181737,0.1447199
1391,2093451-19,0.0035403161,-0.20198098,-0.13961919
1392,2112586-40,0.6626098,-0.24298385,0.859465
1393,2112586-54,-0.003853482,-0.27508354,-1.1680033
1394,2116221-9,-0.005606289,-0.36752215,-0.3115038
1395,2116870-47,0.798122,-0.1779357,0.5318837
1396,2118401-208,-0.008505527,1.688255,1.2211009
1397,2118401-219,0.00064084615,1.3280251,0.82000047
1398,2118401-221,0.008352135,-0.81829804,-0.61321896
1399,2118401-230,-0.24945007,-0.6388457,-0.25912878
1400,2118401-246,0.005063392,-0.28866443,-0.110725
1401,2118401-251,0.02585734,-0.14489977,-0.5473644
1402,2118401-254,0.3218046,-0.9715017,-0.4398691
1403,2118401-258,0.00904793,-0.9918052,-0.9768164
1404,2118401-274,0.009323829,-0.75882465,-0.528908
1405,2118401-293,-0.020623948,-0.21617709,-0.64459026
1406,2118401-296,-0.17448455,0.99750245,0.63489014
1407,2118401-301,0.12988491,0.124812834,0.5703311
1408,2118402-63,-1.118931,-0.42407468,-0.44869965
1409,2118464-49,-0.0052087195,0.24811472,1.1459397
1410,2118464-64,-0.35561544,0.057237986,-1.185227
1411,2118464-84,0.8079359,0.22617294,0.8131739
1412,2120382-10,-0.00025328784,-1.0368158,-0.9978652
1413,2121837-38,-0.0037789892,1.6452509,1.2848551
1414,2121839-48,-0.00077142834,0.55928904,0.8457602
1415,2121839-63,-0.014385545,-0.30979103,-1.0213931
1416,2121839-78,-0.046635635,-0.35885635,-0.82409376
1417,2121839-84,-0.0028101532,0.49648228,0.8781931
1418,2121839-88,-0.018067498,-0.41600096,-0.88354015
1419,2121839-91,-0.09935878,-0.0384616,-1.1509173
1420,2121843-40,-0.010004404,-0.2794491,-1.0450358
1421,2121849-101,-0.0059468243,-0.29976195,-0.9268349
1422,2121849-41,-0.007034802,0.46330863,0.9209555
1423,2121849-56,0.0018558297,0.6182064,1.507208
1424,2121849-60,0.009593576,-0.26980984,-0.9528479
1425,2121849-63,0.38724846,-0.35989726,-0.38412315
1426,2121849-67,-0.0061529265,0.7793857,1.2462721
1427,2121849-83,-0.003708249,-0.42411277,-0.9002357
1428,2122076-298,0.43452698,0.05942794,0.85146666
1429,2122076-304,0.04389014,-0.15843712,1.0272223
1430,2122076-316,0.004926227,-0.0666526,0.83107096
1431,2122076-324,-0.5369044,0.1467528,-1.0423322
1432,2122076-348,-1.5626394,0.14294225,-1.1992633
1433,2122076-358,-1.7759657,0.07400978,-1.230916
1434,2122076-371,-1.652773,0.068961136,-1.2024406
1435,2122076-387,0.4271126,-0.15268567,1.2346841
1436,2122076-391,0.3318859,-0.08334546,0.72534406
1437,2122078-122,-0.002107319,0.68470216,1.4885014
1438,2122078-128,1.5766946e-05,0.8572394,1.655177
1439,2122078-136,-0.0076038763,-0.8561403,-1.5582298
1440,2122078-139,-0.0061101927,0.67911804,1.6916814
1441,2122078-146,0.0028090144,-0.27108902,-1.2842426
1442,2122082-40,-0.0042174803,0.7049037,2.1381116
1443,2122082-53,0.0067281816,0.75330275,1.8385441
1444,2122082-68,-0.00668954,0.06999805,1.3792883
1445,2122082-76,-0.0010956388,0.4422364,1.6206149
1446,2122129-45,-0.011310343,0.40328777,1.5225456
1447,2123066-5,0.016871883,-0.71042186,-2.1129045
1448,2123843-59,-0.00296567,0.6993952,0.5979274
1449,2123843-66,-0.031054234,-0.41058362,-0.41774458
1450,2123843-93,-0.013587456,-0.41606593,-0.4140111
1451,2124451-104,-0.006371677,-0.08414932,-0.9040682
1452,2124451-108,-0.0025634537,0.033730607,0.8758986
1453,2124451-124,-0.0065616285,0.22325774,1.2606429
1454,2124451-130,-0.7175863,0.031952437,-0.956436
1455,2124451-154,0.0019649726,0.25106004,1.1089061
1456,2124451-156,-0.40295497,0.1156697,-1.0028803
1457,2124451-160,-0.025820596,0.07429445,-0.91123945
1458,2124451-167,-0.0048011993,0.2255785,1.4201093
1459,2124451-170,-0.5491695,0.15765724,-0.91834825
1460,2124451-173,0.23711291,-0.06500716,0.6793912
1461,2124451-176,-1.2902508,0.08920275,-0.7379511
1462,2124451-191,-0.9127661,-0.14953274,-0.668819
1463,2124451-195,-0.75596994,0.12738636,-1.0958042
1464,2124451-201,0.0023471843,0.44344795,1.1773697
1465,2124451-203,-0.008975764,1.5233308,1.109934
1466,2124451-206,0.49232486,-1.0173264,-0.67819494
1467,2124451-33,0.014062207,0.098454356,0.88090146
1468,2124451-41,0.0054234946,0.015201304,0.83402044
1469,2124451-52,-0.005493082,0.05026198,0.93540144
1470,2124451-56,-0.001702137,0.019016735,-0.9054094
1471,2124451-73,-0.0026018405,0.35420856,1.13151
1472,2124451-80,0.009189651,0.35526058,1.0624835
1473,2124451-99,-0.030615723,0.053673152,-1.090605
1474,2124707-9,0.0064392514,-1.5792247,-1.4587578
1475,2124774-6,0.005768316,-0.9239595,-1.1814983
1476,2125012-7,-0.009183084,0.05507348,-0.9752587
1477,2125277-5,-0.08836964,-0.6240784,-0.66132665
1478,2127233-43,8.744912e-05,0.6040615,1.125191
1479,2127233-55,-0.0129382275,1.2034906,1.9554518
1480,2127233-62,-0.0026944005,0.98337245,1.7755684
1481,2127233-65,-0.0033697926,0.9470483,1.6098174
1482,2127235-6,-0.012158361,-0.60820395,-0.29662234
1483,2127797-55,-0.0019453596,0.87002736,2.109369
1484,2127797-64,3.111946e-05,0.72949106,1.9130313
1485,2127797-70,0.0004553324,0.76478475,1.5477949
1486,2127797-84,-0.97567886,-0.36602178,-0.42276493
1487,2127803-41,-1.543944e-05,1.2237093,2.4390943
1488,2127803-52,-0.00019962197,0.93766534,1.6431735
1489,2127803-59,0.009442054,0.9773135,2.6283252
1490,2127803-75,0.00855968,-0.48981163,-0.9872798
1491,2127803-86,0.0016609029,1.1302088,3.586379
1492,2128869-89,-0.20233501,0.11530877,-0.82010347
1493,2129185-69,-7.960818e-05,1.1173956,1.2705283
1494,2129185-75,-3.866257e-05,1.9302429,1.3035743
1495,2129185-86,-1.1476773,-0.08839749,-0.91933995
1496,2129647-5,-1.3362422,0.1321575,-1.0220282
1497,2129925-6,-1.0680374,0.024679681,-0.93242276
1498,2132523-80,-0.005930944,0.30250582,-0.7991502
1499,2132524-104,-4.849295e-05,0.2609315,1.3536296
1500,2132524-113,-0.003217061,0.10704814,-1.3462137
1501,2132524-36,-0.009638314,0.12914525,0.72077376
1502,2132524-40,-0.00041160695,-0.12761241,-0.9078149
1503,2132524-45,-0.056212064,0.28818554,0.8419335
1504,2132524-64,-0.00081680034,-0.03671892,-0.80178016
1505,2132524-69,-0.021548351,0.0060509597,-1.0580012
1506,2132524-73,-0.008037639,0.15511192,0.928319
1507,2132524-78,0.010818424,0.06470748,1.0742028
1508,2132902-18,0.38008407,-0.67599887,-0.64182323
1509,2137715-10,-0.009764552,-1.2291883,-0.737074
1510,2137734-51,1.8516543,0.023986291,0.3708675
1511,2138678-44,-0.012460003,0.0259247,-1.4696995
1512,2138679-44,0.001195577,0.30852225,1.4589981
1513,2138679-55,-0.0028517516,-0.084294856,-1.321318
1514,2138679-65,-0.9406075,-0.16206194,-1.0561314
1515,2138918-54,-0.50839716,0.2062477,-0.70522994
1516,2139214-8,0.72275543,-0.7363654,-0.22714625
1517,2139967-38,0.008436605,0.06475325,1.1397632
1518,2139967-42,-0.7323405,-0.105333574,-1.0718082
1519,2139967-68,-2.4967089,-0.27491412,-0.7921631
1520,2139981-110,-0.73062646,0.08082175,0.30459765
1521,2139981-124,-1.7712194,-0.017325597,-0.6282065
