deputado_id;deputado_nome
73663.0;Barbosa Neto
141449.0;Barbosa Neto
220612.0;Bebeto
178834.0;Bebeto
213679.0;Dr. João
178940.0;Dr. João
74583.0;Hélio Costa
204373.0;Hélio Costa
74131.0;João Carlos Bacelar
141458.0;João Carlos Bacelar
227275.0;Mariana Carvalho
178956.0;Mariana Carvalho
160655.0;Ricardo Izar
73557.0;Ricardo Izar
73651.0;Rogério Silva
198963.0;Rogério Silva
74564.0;Sérgio Reis
178991.0;Sérgio Reis
123086.0;Átila Lira
74459.0;Átila Lira
